Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Mutated peptide count	Mutation names	Mutated peptide count C-C_1	Mutation names C-C_1	Mutated peptide count C-C_2	Mutation names C-C_2	Mutated peptide count C-C_3	Mutation names C-C_3	Mutated peptide count C-C_4	Mutation names C-C_4	Mutated peptide count C-M_1	Mutation names C-M_1	Mutated peptide count C-M_2	Mutation names C-M_2	Mutated peptide count C-M_3	Mutation names C-M_3	Mutated peptide count C-M_4	Mutation names C-M_4	Mutated peptide count C-S_1	Mutation names C-S_1	Mutated peptide count C-S_2	Mutation names C-S_2	Mutated peptide count C-S_3	Mutation names C-S_3	Mutated peptide count C-S_4	Mutation names C-S_4	Mutated peptide count WD-C_1	Mutation names WD-C_1	Mutated peptide count WD-C_2	Mutation names WD-C_2	Mutated peptide count WD-C_3	Mutation names WD-C_3	Mutated peptide count WD-C_4	Mutation names WD-C_4	Mutated peptide count WD-M_1	Mutation names WD-M_1	Mutated peptide count WD-M_2	Mutation names WD-M_2	Mutated peptide count WD-M_3	Mutation names WD-M_3	Mutated peptide count WD-M_4	Mutation names WD-M_4	Mutated peptide count WD-S_1	Mutation names WD-S_1	Mutated peptide count WD-S_2	Mutation names WD-S_2	Mutated peptide count WD-S_3	Mutation names WD-S_3	Mutated peptide count WD-S_4	Mutation names WD-S_4	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides C-C_1	Peptides C-C_2	Peptides C-C_3	Peptides C-C_4	Peptides C-M_1	Peptides C-M_2	Peptides C-M_3	Peptides C-M_4	Peptides C-S_1	Peptides C-S_2	Peptides C-S_3	Peptides C-S_4	Peptides WD-C_1	Peptides WD-C_2	Peptides WD-C_3	Peptides WD-C_4	Peptides WD-M_1	Peptides WD-M_2	Peptides WD-M_3	Peptides WD-M_4	Peptides WD-S_1	Peptides WD-S_2	Peptides WD-S_3	Peptides WD-S_4	Razor + unique peptides C-C_1	Razor + unique peptides C-C_2	Razor + unique peptides C-C_3	Razor + unique peptides C-C_4	Razor + unique peptides C-M_1	Razor + unique peptides C-M_2	Razor + unique peptides C-M_3	Razor + unique peptides C-M_4	Razor + unique peptides C-S_1	Razor + unique peptides C-S_2	Razor + unique peptides C-S_3	Razor + unique peptides C-S_4	Razor + unique peptides WD-C_1	Razor + unique peptides WD-C_2	Razor + unique peptides WD-C_3	Razor + unique peptides WD-C_4	Razor + unique peptides WD-M_1	Razor + unique peptides WD-M_2	Razor + unique peptides WD-M_3	Razor + unique peptides WD-M_4	Razor + unique peptides WD-S_1	Razor + unique peptides WD-S_2	Razor + unique peptides WD-S_3	Razor + unique peptides WD-S_4	Unique peptides C-C_1	Unique peptides C-C_2	Unique peptides C-C_3	Unique peptides C-C_4	Unique peptides C-M_1	Unique peptides C-M_2	Unique peptides C-M_3	Unique peptides C-M_4	Unique peptides C-S_1	Unique peptides C-S_2	Unique peptides C-S_3	Unique peptides C-S_4	Unique peptides WD-C_1	Unique peptides WD-C_2	Unique peptides WD-C_3	Unique peptides WD-C_4	Unique peptides WD-M_1	Unique peptides WD-M_2	Unique peptides WD-M_3	Unique peptides WD-M_4	Unique peptides WD-S_1	Unique peptides WD-S_2	Unique peptides WD-S_3	Unique peptides WD-S_4	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage C-C_1 [%]	Sequence coverage C-C_2 [%]	Sequence coverage C-C_3 [%]	Sequence coverage C-C_4 [%]	Sequence coverage C-M_1 [%]	Sequence coverage C-M_2 [%]	Sequence coverage C-M_3 [%]	Sequence coverage C-M_4 [%]	Sequence coverage C-S_1 [%]	Sequence coverage C-S_2 [%]	Sequence coverage C-S_3 [%]	Sequence coverage C-S_4 [%]	Sequence coverage WD-C_1 [%]	Sequence coverage WD-C_2 [%]	Sequence coverage WD-C_3 [%]	Sequence coverage WD-C_4 [%]	Sequence coverage WD-M_1 [%]	Sequence coverage WD-M_2 [%]	Sequence coverage WD-M_3 [%]	Sequence coverage WD-M_4 [%]	Sequence coverage WD-S_1 [%]	Sequence coverage WD-S_2 [%]	Sequence coverage WD-S_3 [%]	Sequence coverage WD-S_4 [%]	Intensity	Intensity C-C_1	Intensity C-C_2	Intensity C-C_3	Intensity C-C_4	Intensity C-M_1	Intensity C-M_2	Intensity C-M_3	Intensity C-M_4	Intensity C-S_1	Intensity C-S_2	Intensity C-S_3	Intensity C-S_4	Intensity WD-C_1	Intensity WD-C_2	Intensity WD-C_3	Intensity WD-C_4	Intensity WD-M_1	Intensity WD-M_2	Intensity WD-M_3	Intensity WD-M_4	Intensity WD-S_1	Intensity WD-S_2	Intensity WD-S_3	Intensity WD-S_4	LFQ intensity C-C_1	LFQ intensity C-C_2	LFQ intensity C-C_3	LFQ intensity C-C_4	LFQ intensity C-M_1	LFQ intensity C-M_2	LFQ intensity C-M_3	LFQ intensity C-M_4	LFQ intensity C-S_1	LFQ intensity C-S_2	LFQ intensity C-S_3	LFQ intensity C-S_4	LFQ intensity WD-C_1	LFQ intensity WD-C_2	LFQ intensity WD-C_3	LFQ intensity WD-C_4	LFQ intensity WD-M_1	LFQ intensity WD-M_2	LFQ intensity WD-M_3	LFQ intensity WD-M_4	LFQ intensity WD-S_1	LFQ intensity WD-S_2	LFQ intensity WD-S_3	LFQ intensity WD-S_4	MS/MS count C-C_1	MS/MS count C-C_2	MS/MS count C-C_3	MS/MS count C-C_4	MS/MS count C-M_1	MS/MS count C-M_2	MS/MS count C-M_3	MS/MS count C-M_4	MS/MS count C-S_1	MS/MS count C-S_2	MS/MS count C-S_3	MS/MS count C-S_4	MS/MS count WD-C_1	MS/MS count WD-C_2	MS/MS count WD-C_3	MS/MS count WD-C_4	MS/MS count WD-M_1	MS/MS count WD-M_2	MS/MS count WD-M_3	MS/MS count WD-M_4	MS/MS count WD-S_1	MS/MS count WD-S_2	MS/MS count WD-S_3	MS/MS count WD-S_4	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A2A6K0;A0A1B0GRY8;A2A6J8;P13412	A2A6K0;A0A1B0GRY8;A2A6J8;P13412	1;1;1;1	1;1;1;1	1;1;1;1	Troponin I, fast skeletal muscle	Tnni2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A2A6K0|A2A6K0_MOUSE Troponin I, fast skeletal muscle (Fragment) OS=Mus musculus OX=10090 GN=Tnni2 PE=1 SV=1;tr|A0A1B0GRY8|A0A1B0GRY8_MOUSE Troponin I, fast skeletal muscle (Fragment) OS=Mus musculus OX=10090 GN=Tnni2 PE=1 SV=1;tr|A2A6J8|A2A6J8_MOUSE Tro	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10.4	10.4	10.4	15.735	135	135;172;190;182	1	1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4	0	0	0	0	0	0	0	0	0	5803900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5803900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11052000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			76	1724	True	1762	18291	25049	25049	68	122
A0A1B0GSF2;A0A1B0GT50;Q9Z0M9	A0A1B0GSF2;A0A1B0GT50;Q9Z0M9	1;1;1	1;1;1	1;1;1	Interleukin-18-binding protein	Il18bp	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1B0GSF2|A0A1B0GSF2_MOUSE Interleukin-18-binding protein (Fragment) OS=Mus musculus OX=10090 GN=Il18bp PE=1 SV=1;tr|A0A1B0GT50|A0A1B0GT50_MOUSE Interleukin 18 binding protein, isoform CRA_a OS=Mus musculus OX=10090 GN=Il18bp PE=1 SV=1;sp|Q9Z0M9|I18BP_	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9.5	9.5	9.5	15.351	137	137;194;193	1	1	0.0047059	6.6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5	0	0	0	0	0	0	0	0	0	2908700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2908700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5538700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				77	451	True	466	4701	6808	6808		
A0A1B0GSG5;Q91VI7;A0A1B0GRY7;A0A1B0GRG4	A0A1B0GSG5;Q91VI7	3;3;1;1	3;3;1;1	3;3;1;1	Ribonuclease inhibitor	Rnh1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1B0GSG5|A0A1B0GSG5_MOUSE Ribonuclease inhibitor OS=Mus musculus OX=10090 GN=Rnh1 PE=1 SV=1;sp|Q91VI7|RINI_MOUSE Ribonuclease inhibitor OS=Mus musculus OX=10090 GN=Rnh1 PE=1 SV=1	4	3	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6.5	6.5	6.5	53.926	492	492;456;120;199	1	3	0	30.513	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	11008000	0	0	11008000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4897300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3				78	471;1390;1406	True;True;True	486;1419;1435	4788;12136;12201	6914;17112;17202	6914;17112;17202		
P06151;A0A1B0GSX0;Q564E2;A0A1B0GSR9;A0A1B0GT41;A0A1B0GQX5;D3YZQ9;A0A1B0GSL7;A0A1B0GRC1;P00342;A0A1B0GRW9;A0A1B0GS79;D3YVR7;A0A1B0GRS2;D3YZE4;A0A1B0GRE9;D3Z7F0;A0A0N4SVV8;A0A1B0GSR2;P16125	P06151;A0A1B0GSX0;Q564E2;A0A1B0GSR9;A0A1B0GT41;A0A1B0GQX5;D3YZQ9;A0A1B0GSL7	7;7;7;6;5;5;5;4;2;2;2;2;2;2;2;1;1;1;1;1	7;7;7;6;5;5;5;4;2;2;2;2;2;2;2;1;1;1;1;1	7;7;7;6;5;5;5;4;2;2;2;2;2;2;2;1;1;1;1;1	L-lactate dehydrogenase A chain;L-lactate dehydrogenase	Ldha	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|P06151|LDHA_MOUSE L-lactate dehydrogenase A chain OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=3;tr|A0A1B0GSX0|A0A1B0GSX0_MOUSE L-lactate dehydrogenase OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=1;tr|Q564E2|Q564E2_MOUSE L-lactate dehydrogenase OS=Mus musculus	20	7	7	7	0	6	3	5	0	1	0	0	0	0	0	0	2	0	6	4	1	0	2	2	2	0	0	0	0	6	3	5	0	1	0	0	0	0	0	0	2	0	6	4	1	0	2	2	2	0	0	0	0	6	3	5	0	1	0	0	0	0	0	0	2	0	6	4	1	0	2	2	2	0	0	0	22.6	22.6	22.6	36.498	332	332;361;332;315;176;201;236;128;66;332;104;205;235;68;236;274;198;193;171;334	1	42	0	130.62	0	19.9	9	14.8	0	2.7	0	0	0	0	0	0	6.3	0	18.1	12.3	2.7	0	6	6.3	6.3	0	0	0	841440000	0	185180000	140600000	168390000	0	0	0	0	0	0	0	0	4147800	0	46372000	152060000	8299800	0	11333000	125060000	0	0	0	0	0	59870000	86825000	57091000	0	0	0	0	0	0	0	0	0	0	57749000	74760000	0	0	0	72788000	0	0	0	0	0	8	5	4	0	1	0	0	0	0	0	0	2	0	8	6	1	0	3	4	2	0	0	0	44				79	413;461;508;1564;2011;2093;2545	True;True;True;True;True;True;True	427;476;526;1593;2054;2137;2603	4441;4741;4742;4743;4744;4745;4746;4747;4748;5077;5078;15491;15492;15493;15494;15495;15496;15497;15498;15499;15500;15501;15502;20157;20158;20159;20160;21515;21516;21517;25552;25553;25554;25555;25556;25557;25558;25559;25560;25561;25562;25563	6492;6857;6858;6859;6860;6861;6862;6863;6864;7295;7296;21578;21579;21580;21581;21582;21583;21584;21585;21586;21587;21588;21589;21590;21591;21592;27507;27508;27509;27510;27511;29198;29199;29200;29201;34668;34669;34670;34671;34672;34673;34674;34675;34676;34677;34678;34679	6492;6860;7295;21580;27507;29198;34671		
A0A1D5RLD9;Q8BI71	A0A1D5RLD9;Q8BI71	1;1	1;1	1;1	Exocyst complex component 3-like protein	Exoc3l1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1D5RLD9|A0A1D5RLD9_MOUSE Exocyst complex component 3-like OS=Mus musculus OX=10090 GN=Exoc3l PE=4 SV=1;sp|Q8BI71|EX3L1_MOUSE Exocyst complex component 3-like protein OS=Mus musculus OX=10090 GN=Exoc3l1 PE=1 SV=1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25.6	25.6	25.6	3.9845	39	39;739	1	1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6	0	0	0	0	0	0	0	0	21607000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21607000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10166000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			80	1635	True	1664	17931	24553	24553	69	1
F6RS26;A0A1D5RLM8	F6RS26;A0A1D5RLM8	1;1	1;1	1;1		Gm11639	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|F6RS26|F6RS26_MOUSE Predicted gene 11639 OS=Mus musculus OX=10090 GN=Gm11639 PE=4 SV=1;tr|A0A1D5RLM8|A0A1D5RLM8_MOUSE Predicted gene 11639 OS=Mus musculus OX=10090 GN=Gm11639 PE=1 SV=1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.6	0.6	0.6	126.49	1124	1124;5808	1	1	0.0044346	5.9769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				81	798	True	819	7331	10586	10586	70	798
A0A1D5RM97;E9Q8S5;Q3U214	A0A1D5RM97;E9Q8S5;Q3U214	1;1;1	1;1;1	1;1;1	Microtubule-associated serine/threonine-protein kinase 3	Mast3	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1D5RM97|A0A1D5RM97_MOUSE Microtubule-associated serine/threonine-protein kinase 3 OS=Mus musculus OX=10090 GN=Mast3 PE=1 SV=1;tr|E9Q8S5|E9Q8S5_MOUSE Microtubule-associated serine/threonine-protein kinase 3 OS=Mus musculus OX=10090 GN=Mast3 PE=1 SV=2;	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.6	0.6	142.55	1305	1305;1321;1321	1	1	1	-2	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5379900	5379900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5379900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			82	2720	True	2781	26770	36337	36337	71	248
A0A1L1SRL0;A0A1L1STF9;Q8CH25	A0A1L1SRL0;A0A1L1STF9;Q8CH25	1;1;1	1;1;1	1;1;1	SAFB-like transcription modulator	Sltm	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1L1SRL0|A0A1L1SRL0_MOUSE SAFB-like transcription modulator OS=Mus musculus OX=10090 GN=Sltm PE=1 SV=1;tr|A0A1L1STF9|A0A1L1STF9_MOUSE SAFB-like transcription modulator OS=Mus musculus OX=10090 GN=Sltm PE=1 SV=1;sp|Q8CH25|SLTM_MOUSE SAFB-like transcrip	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30.6	30.6	30.6	6.6177	62	62;664;1031	1	1	0.004662	6.6061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.6	0	0	0	0	0	0	0	0	0	653290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				83	0	True	0	0	0	0		
A0A1L1SRT0;F6TCF9;Q60739	A0A1L1SRT0;F6TCF9;Q60739	1;1;1	1;1;1	1;1;1	BAG family molecular chaperone regulator 1	Bag1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1L1SRT0|A0A1L1SRT0_MOUSE BAG family molecular chaperone regulator 1 OS=Mus musculus OX=10090 GN=Bag1 PE=1 SV=1;tr|F6TCF9|F6TCF9_MOUSE BAG family molecular chaperone regulator 1 OS=Mus musculus OX=10090 GN=Bag1 PE=1 SV=1;sp|Q60739|BAG1_MOUSE BAG famil	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.1	3.1	3.1	39.714	355	355;355;355	1	1	0.0042827	5.9081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	34148000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34148000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16066000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				84	1347	True	1375	11332	16144	16144	72	296
A0A1L1SSF8;Q91V76	A0A1L1SSF8;Q91V76	4;4	4;4	4;4	Ester hydrolase C11orf54 homolog		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1L1SSF8|A0A1L1SSF8_MOUSE RIKEN cDNA 4931406C07 gene OS=Mus musculus OX=10090 GN=4931406C07Rik PE=1 SV=1;sp|Q91V76|CK054_MOUSE Ester hydrolase C11orf54 homolog OS=Mus musculus OX=10090 PE=1 SV=1	2	4	4	4	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	13.8	13.8	13.8	31.334	282	282;315	1	8	0	26.65	4.3	6.4	2.5	3.2	0	0	0	0	0	0	0	0	0	0	2.5	2.5	0	0	0	0	0	0	0	0	13284000	0	0	0	13284000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5265400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	8				85	170;452;1820;2659	True;True;True;True	174;467;1860;2719	930;4702;4703;4704;4705;4706;18774;26356	1284;6809;6810;6811;6812;6813;25667;35756	1284;6810;25667;35756		
A0A1L1SV25;P57780;E9Q2W9;A0A1L1SVJ6;A1BN54;Q7TPR4;Q9JI91;D3Z761;D3Z0L8;O88990	A0A1L1SV25;P57780	13;13;6;5;5;5;2;1;1;1	13;13;6;5;5;5;2;1;1;1	13;13;6;5;5;5;2;1;1;1	Alpha-actinin-4	Actn4	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1L1SV25|A0A1L1SV25_MOUSE Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1;sp|P57780|ACTN4_MOUSE Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1	10	13	13	13	0	10	4	5	1	0	0	0	0	0	0	1	0	0	4	1	0	0	0	2	0	0	0	0	0	10	4	5	1	0	0	0	0	0	0	1	0	0	4	1	0	0	0	2	0	0	0	0	0	10	4	5	1	0	0	0	0	0	0	1	0	0	4	1	0	0	0	2	0	0	0	0	17.2	17.2	17.2	107.11	932	932;912;518;323;887;892;894;133;206;900	1	36	0	323.31	0	13.8	5.2	5.5	1.3	0	0	0	0	0	0	1.3	0	0	5.6	1.3	0	0	0	2.4	0	0	0	0	332210000	0	138910000	68143000	72380000	0	0	0	0	0	0	0	0	0	0	5189900	29280000	0	0	0	18309000	0	0	0	0	0	31803000	32450000	0	0	0	0	0	0	0	0	0	0	0	24255000	0	0	0	0	0	0	0	0	0	0	14	3	6	1	0	0	0	0	0	0	1	0	0	7	2	0	0	0	2	0	0	0	0	36				86	84;291;509;528;713;1039;1373;1531;1576;2027;2274;2369;2532	True;True;True;True;True;True;True;True;True;True;True;True;True	85;299;527;547;732;1063;1401;1560;1605;2070;2320;2421;2589	610;611;612;2043;5079;5080;5214;6621;6622;9491;9492;12042;12043;12044;15368;17591;20209;20210;23835;24516;24517;24518;24519;24520;25392;25393;25394;25395;25396;25397;25398;25399;25400;25401;25402;25403	851;852;853;3047;7297;7298;7299;7528;9541;9542;13647;13648;13649;16996;16997;16998;21368;24047;27570;27571;32158;33141;33142;33143;33144;33145;34463;34464;34465;34466;34467;34468;34469;34470;34471;34472;34473;34474;34475;34476	853;3047;7299;7528;9542;13648;16996;21368;24047;27571;32158;33143;34470		
A0A1L1SVI6;E9QJS1;Q9R117	A0A1L1SVI6;E9QJS1;Q9R117	1;1;1	1;1;1	1;1;1	Tyrosine-protein kinase;Non-receptor tyrosine-protein kinase TYK2	Tyk2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A1L1SVI6|A0A1L1SVI6_MOUSE Non-receptor tyrosine-protein kinase TYK2 OS=Mus musculus OX=10090 GN=Tyk2 PE=1 SV=1;tr|E9QJS1|E9QJS1_MOUSE Tyrosine-protein kinase OS=Mus musculus OX=10090 GN=Tyk2 PE=1 SV=1;sp|Q9R117|TYK2_MOUSE Non-receptor tyrosine-protein	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6.3	6.3	6.3	17.817	159	159;1207;1184	1	1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3	0	0	0	0	0	0	0	164030000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164030000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93224000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	+			87	1742	True	1780	18316	25074	25074	73;74	1;5
E9QPW4;A0A1N9NPH8;Q8BQ48	E9QPW4;A0A1N9NPH8;Q8BQ48	1;1;1	1;1;1	1;1;1	Centrosomal protein of 295 kDa	Cep295	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|E9QPW4|E9QPW4_MOUSE Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295 PE=1 SV=1;tr|A0A1N9NPH8|A0A1N9NPH8_MOUSE Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295 PE=1 SV=1;sp|Q8BQ48|CE295_MOUSE Centrosomal protein of 295 k	3	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.4	269.17	2380	2380;2460;2412	1	2	0.0055762	5.5653	0	0.4	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86483000	0	33855000	52629000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23415000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				88	1325	True	1353	11220;11221	15995;15996	15996	75	542
